id,title,body,category,priority
102,Bug nei prezzi visualizzati sul portale,Segnalo che un paio di prodotti nel piattaforma intranet mostrano un prezzo leggermente diverso dal listino corrente. La differenza è minima e potrebbe essere un ritardo di aggiornamento. Grazie in anticipo per il riscontro.,Tecnico,bassa
103,Stampante HP LaserJet non funzionante,"La qualità di stampa della Ricoh SP è peggiorata: le pagine escono con righe orizzontali chiare. Non è prioritario ma per i documenti ufficiali la presentazione non è accettabile. Rimango in attesa, grazie.",Tecnico,bassa
104,acesso VPN bloccato da remoto,"La VPN si disconnette frequentemente, circa ogni mezz'ora. Riesco a riconnettermi ma perdo il lavoro non salvato e le videochiamate si interrompono. Ho provato a cambiare browser senza miglioramenti. Anche lo studio Verdi ci ha contattato per un disservizio simile. Potete contattarmi al mio interno per approfondire.",Tecnico,bassa
105,Scadenza imminente del contratto #FT-4471,"Segnalo che il contratto #FT-3392 scadrà tra qualche mese. Quando è il momento opportuno, vorrei capire se il rinnovo avverrà alle stesse condizioni o se serve rinegoziare. MegaStore Italia ha fatto presente la stessa discrepanza. Quando avete modo di verificare, con calma. Grazie per l'attenzione.",Amministrazione,bassa
106,Cedolino agosto da verificare,Ho notato che le ore di straordinario nel cedolino di maggio non corrispondono al foglio presenze. La differenza è di alcune ore. Non è drammatico ma vorrei la correzione prima del prossimo cedolino. Resto a disposizione per chiarimenti.,Amministrazione,media
107,Problemi sincronizzazione email su SAP GUI,"Ogni tanto qualche email su Teams arriva con qualche minuto di ritardo rispetto al telefono. Non crea problemi concreti ma volevo segnalarlo per completezza. Il problema è comparso dopo l'ultimo aggiornamento di sistema. Se servono dettagli aggiuntivi, sono reperibile via email.",Tecnico,bassa
108,Impossibile caricare ordini nel gestionale,"Ho notato che il caricamento di nuovi ordini nel piattaforma intranet è leggermente più lento del solito. Non ci sono errori visibili ma i tempi di risposta sono aumentati rispetto alla settimana scorsa. Non è prioritario, quando avete tempo. Grazie per l'attenzione.",Tecnico,bassa
109,Bonifico #2024-0654 non risulta accreditato,"Il bonifico #2024-1093 di 430,75 euro del mese scorso non risulta accreditato e il fornitore lo studio Verdi ha inviato un sollecito formale minacciando di sospendere le consegne se non riceve conferma entro questa settimana. Allego la documentazione a supporto della richiesta. Cordiali saluti.",Amministrazione,alta
110,Errore all'apertura di il client VPN,"Power BI mostra un messaggio di avviso all'avvio ma funziona normalmente dopo averlo chiuso. È comparso dopo l'ultimo aggiornamento e vorrei sapere se è un comportamento noto. Anche lo studio Verdi ci ha contattato per un disservizio simile. Bassa priorità, non crea problemi operativi. Un saluto.",Tecnico,bassa
111,Errore all'apertura di Outlook,"Teams mostra un messaggio di avviso all'avvio ma funziona normalmente dopo averlo chiuso. È comparso dopo l'ultimo aggiornamento e vorrei sapere se è un comportamento noto. Anche Rossi S.r.l. ci ha contattato per un disservizio simile. Quando è comodo per voi, non c'è alcuna premura. Cordiali saluti.",Tecnico,bassa
112,Registrazione contabile dell'ordine #ORD-1145,"Per allineare i nostri archivi, segnalo che l'ordine #PED-8821 non ha ancora la corrispondente registrazione contabile. Non è prioritario ma conviene sistemare. Ho verificato anche con il reparto acquisti e confermano l'anomalia. Quando avete modo di verificare, con calma. Vi ringrazio anticipatamente.",Amministrazione,bassa
113,Il piattaforma documentale mostra prezzi errati ai clienti,"Segnalo che un paio di prodotti nel portale aziendale mostrano un prezzo leggermente diverso dal listino corrente. La differenza è minima e potrebbe essere un ritardo di aggiornamento. Allego lo screenshot dell'errore per facilitare la diagnosi. Quando è comodo per voi, non c'è alcuna premura. Cordiali saluti.",Tecnico,bassa
114,Conteggio ferie errato nel piattaforma documentale,"Noto una piccola differenza nel conteggio ferie sul portale HR rispetto a quanto mi aspettavo. Nessuna premura, potrebbe anche essere un mio errore di calcolo. Chiedo verifica quando possibile. La questione è legata a obblighi normativi in scadenza. Nessuna premura, è una richiesta informativa. Resto a disposizione per chiarimenti.",Amministrazione,bassa
115,Password scaduta su piattaforma documentale,"La password del sistema di ticketing è scaduta. Il sistema di reset invia l'email ma il link risulta non valido. Un collega mi sta passando i dati urgenti ma non è una soluzione sostenibile. Rallenta il lavoro in modo significativo, anche se riesco a procedere. Cordiali saluti.",Tecnico,media
116,Verifica dati,"Potete verificare i dati della pratica #2024-0654? Non è prioritario, lo segnalo solo per tenere traccia.",Amministrazione,bassa
117,Connessione al server instabile,"La connessione di rete è caduta completamente e l'intero piano è senza accesso ai servizi aziendali. Non possiamo consultare documenti, inviare email né processare alcuna richiesta. Serve intervento immediato. Potete contattarmi al mio interno per approfondire.",Tecnico,alta
118,Rimborso spese trasferta del fine ottobre,"Ho presentato la nota spese per la trasferta del 12 dicembre con un totale di 155,20 euro e non ho ancora ricevuto il rimborso. Sono passate tre settimane e l'importo è rilevante per il mio bilancio personale. Ho già sollecitato due volte via email. Urgente, il lavoro è completamente fermo. Se servono dettagli aggiuntivi, sono reperibile via email.",Amministrazione,alta
119,Bonifico #PED-8821 non risulta accreditato,"Il bonifico #2024-0871 del 12 dicembre non risulta ancora accreditato al beneficiario. L'importo è di 430,75 euro. Non ci sono conseguenze immediate ma vorrei capire se c'è stato un problema nella disposizione.",Amministrazione,media
120,Trattativa prezzo con GreenTech S.p.A.,"Per le prossime trattative con l'azienda partner, vorrei capire fino a che percentuale di sconto possiamo arrivare. Nessuna trattativa aperta al momento. Ho già verificato sul CRM ma le informazioni sono incomplete. Cordiali saluti.",Commerciale,bassa
121,Stato dell'ordine #CNT-0033,"Per completezza del mio report, vorrei sapere lo stato attuale dell'ordine #ORD-1145. Non ci sono solleciti da parte del cliente. In attesa di un vostro riscontro.",Commerciale,bassa
122,Il portale non accetta nuovi ordini,"Ho notato che il caricamento di nuovi ordini nel portale aziendale è leggermente più lento del solito. Non ci sono errori visibili ma i tempi di risposta sono aumentati rispetto alla settimana scorsa. Il problema è comparso dopo l'ultimo aggiornamento di sistema. Nessuna premura, è solo una segnalazione. Grazie per l'attenzione.",Tecnico,bassa
123,Reclamo per merce danneggiata da GreenTech S.p.A.,"Un articolo minore dell'ordine #CNT-0033 è arrivato con un'ammaccatura superficiale. Il cliente il cliente principale non ha chiesto sostituzione ma preferisco annotare l'accaduto. Il reparto marketing ha confermato la disponiblità tecnica. Quando è comodo per voi, non c'è alcuna premura. Un saluto.",Commerciale,bassa
124,Nota spese da liquidare,"Devo ancora presentare la nota spese della trasferta del 22 novembre. L'importo è modesto. Avrei bisogno del modulo aggiornato perché quello che ho sembra obsoleto. il cliente principale ha fatto presente la stessa discrepanza. Non è un problema grave, solo una segnalazione preventiva. Cordiali saluti.",Amministrazione,bassa
125,Errore contabile nel gestionale,Il gestionale calcola importi errati nei calcoli.,Tecnico,bassa
126,Posta in arrivo non aggiornata,"La sincronizzazione email su Microsoft Office avviene con ritardi di diverse ore. I messaggi arrivano sul telefono in tempo reale ma sul client desktop sono in ritardo. Ho provato a cambiare browser senza risultato. Il reparto risorse umane ha segnalato lo stesso problema. Il problema è fastidioso, chiedo un controllo. Resto a disposizione per chiarimenti.",Tecnico,media
127,Anomalia nel cedolino paga di giugno,"Il cedolino di novembre mostra una trattenuta anomala di 3.750,00 euro che non riconosco. L'importo netto accreditato è significativamente inferiore al dovuto e ho bisogno di chiarimenti immediati perché devo far fronte a pagamenti già programmati. Chiedo gentilmente di essere aggiornato sullo stato della pratica. È una situazione urgente e bloccante. Resto in attesa di aggiornamenti.",Amministrazione,alta
128,Impossibile stampare su Canon iR,"La qualità di stampa della Epson WorkForce è peggiorata: le pagine escono con righe orizzontali chiare. Non è prioritario ma per i documenti ufficiali la presentazione non è accettabile. Anche l'azienda partner ci ha contattato per un disservizio simile. Quando è comodo per voi, non c'è alcuna premura. Se servono dettagli aggiuntivi, sono reperibile via email.",Tecnico,bassa
129,Ordine #FT-3392 senza copertura contabile,L'ordine #2024-0871 necessita di approvazione contabile prima della spedizione. Il cliente non ha ancora sollecitato. Potete contattarmi al mio interno per approfondire.,Amministrazione,media
130,Rinnovo contratto #2024-1093,"Segnalo che il contratto #2025-0112 scadrà tra qualche mese. Quando è il momento opportuno, vorrei capire se il rinnovo avverrà alle stesse condizioni o se serve rinegoziare. Non è prioritario, lo segnalo solo per tenere traccia. Un saluto.",Amministrazione,bassa
131,Trattativa prezzo con MegaStore Italia,"In considerazione del volume dell'ordine #ORD-1145, lo studio Verdi ha chiesto condizioni più favorevoli. Sono in fase di negoziazione e un margine di sconto mi aiuterebbe a chiudere. Stiamo valutando anche offerte alternative sul mercato. Il problema è moderato, riesco a lavorare con qualche disagio. Resto a disposizione per chiarimenti.",Commerciale,media
132,Verifica stock notebook aziendali,"MegaStore Italia vuole ordinare stampanti multifunzione con consegnga entro domani per un evento aziendale. Se non confermiamo la disponiblità entro oggi, si rivolgeranno altrove. L'ordine vale oltre 512,30 euro. Stiamo valutando anche offerte alternative sul mercato. Priorità critica: ogni minuto perso ha un impatto diretto. Potete contattarmi al mio interno per approfondire.",Commerciale,alta
133,Software contabilità bloccato,"Il software di contabilità non si apre, dà errore Accesso negato.",Tecnico,bassa
134,Richiesta informazioni,Avrei bisogno di informazioni su una pratica.,Amministrazione,bassa
135,Password scaduta su sistema di ticketing,Mi è arrivato l'avviso che la password del piattaforma intranet scadrà tra 5 giorni. Ho provato a cambiarla in anticipo ma la procedura dà errore. Non è prioritario ma vorrei risolvere prima della scadenza. Allego lo screenshot dell'errore per facilitare la diagnosi. Un saluto.,Tecnico,bassa
136,VPN aziendale non funzionante,"La VPN funziona ma la connessione è più lenta del solito, soprattutto accedendo a portale aziendale. Non è un problema grave perché vado in ufficio quasi tutti i giorni, ma nei giorni di smart working è percepibile. Non è prioritario, quando avete tempo. Se servono dettagli aggiuntivi, sono reperibile via email.",Tecnico,bassa
137,Ferie residue non corrispondenti,Il sistema di ticketing mostra un residuo ferie errato: risultano molti meno giorni di quanti ne abbia effettivamente. Ho una ferie approvata la prossima settimana e temo che venga revocata se il dato non viene corretto. Cordiali saluti.,Amministrazione,alta
138,Richiesta rimborso per trasferta,"Devo ancora presentare la nota spese della trasferta del 22 novembre. L'importo è modesto. Avrei bisogno del modulo aggiornato perché quello che ho sembra obsoleto. Il CRM registra correttamente il dato, il problema è nel contenuto. Un saluto.",Amministrazione,bassa
139,Scadenza imminente del contratto #2024-0654,"Il contratto #2024-1093 con Rossi S.r.l. scade venerdì e non è ancora stato avviato il rinnovo. Se il contratto scade perdiamo le condizioni agevolate e il fornitore ha già comunicato che i prezzi aumenteranno. Il problema potrebbe avere impatti sulla operatività del reparto. Massima priorità, la situazione è insostenibile. Grazie in anticipo per il riscontro.",Amministrazione,alta
140,Fattura #2025-0112 con importo non corretto,"Ho riscontrato una discrepanza nell'importo della fattura #CNT-0033: risulta 512,30 euro invece della cifra concordata. La scadenza non è imminente ma vorrei risolvere con anticipo per evitare complicazioni. Allego la documentazione a supporto della richiesta. Il problema è fastidioso, chiedo un controllo. In attesa di un vostro riscontro.",Amministrazione,media
